Key,Marginal_Cost_(EUR/MWh),Capacity_(MW),%_Price-setting
import_from_de,36.56469958436953,5049.0,52.20319634703196
energy_power_combined_cycle_network_gas,53.97657065174545,4968.000000000001,23.641552511415526
energy_power_ultra_supercritical_cofiring_coal,46.57657173961256,1606.9565217391312,8.972602739726028
energy_chp_ultra_supercritical_coal,25.312115793683933,802.0173913043474,4.440639269406392
energy_power_ultra_supercritical_coal,21.825622416870935,1224.0,3.1621004566210047
energy_chp_ultra_supercritical_cofiring_coal,53.12222739554112,474.3078260869564,2.7739726027397262
energy_chp_combined_cycle_network_gas,76.43117235963635,3035.752572247012,2.3972602739726026
energy_power_nuclear_gen2_uranium_oxide,5.041880429577916,430.65,1.8949771689497716
agriculture_chp_engine_network_gas,78.7891275255814,2489.0,0.31963470319634707
energy_power_ultra_supercritical_network_gas,80.53173097761817,3456.0,0.10273972602739725
buildings_collective_chp_network_gas,78.78912752558139,570.6666434588851,0.091324200913242
agriculture_chp_engine_biogas,151.87216567570286,199.5,0.0
agriculture_chp_supercritical_wood_pellets,147.31412429378528,249.75000000000003,0.0
buildings_chp_engine_biogas,151.87216567570286,0.0,0.0
buildings_collective_chp_wood_pellets,147.44745762711864,0.0,0.0
buildings_solar_pv_solar_radiation,0.0,1122.1245,0.0
energy_chp_supercritical_waste_mix,0.0,599.4,0.0
energy_chp_ultra_supercritical_lignite,19.49128795428572,0.0,0.0
energy_power_combined_cycle_ccs_coal,23.298012618119646,0.0,0.0
energy_power_combined_cycle_ccs_network_gas,67.83961745231753,0.0,0.0
energy_power_combined_cycle_coal,21.40961533617701,0.0,0.0
energy_power_engine_diesel,187.87327684210524,0.0,0.0
energy_power_engine_network_gas,67.4597758146818,0.0,0.0
energy_power_hydro_mountain,2.4920896602739795,0.0,0.0
energy_power_hydro_river,0.0,100.94000000000001,0.0
energy_power_nuclear_gen3_uranium_oxide,4.844769136055791,0.0,0.0
energy_power_solar_csp_solar_radiation,1.0,0.0,0.0
energy_power_solar_pv_solar_radiation,0.0,12.43367935409458,0.0
energy_power_supercritical_coal,27.6551362985377,0.0,0.0
energy_power_supercritical_waste_mix,1.169906407487401,0.0,0.0
energy_power_turbine_network_gas,95.19025752513903,194.69387755102053,0.0
energy_power_ultra_supercritical_ccs_coal,29.6259481893575,0.0,0.0
energy_power_ultra_supercritical_crude_oil,117.45451237612158,0.0,0.0
energy_power_ultra_supercritical_lignite,18.09237696,0.0,0.0
energy_power_ultra_supercritical_oxyfuel_ccs_lignite,20.978995765603578,0.0,0.0
energy_power_wind_turbine_coastal,0.0,712.4999999999999,0.0
energy_power_wind_turbine_inland,0.0,5936.549999999999,0.0
energy_power_wind_turbine_offshore,0.0,4095.84,0.0
households_collective_chp_biogas,151.87216567570286,0.0,0.0
households_collective_chp_network_gas,78.78912752558139,0.0,0.0
households_collective_chp_wood_pellets,147.44745762711864,0.0,0.0
households_solar_pv_solar_radiation,0.0,2810.581767905015,0.0
industry_chp_combined_cycle_gas_power_fuelmix,84.21312847465443,875.9450357919136,0.0
industry_chp_engine_gas_power_fuelmix,87.64963020979114,14.264031723246422,0.0
industry_chp_turbine_gas_power_fuelmix,93.50661568251279,408.6960434576166,0.0
industry_chp_ultra_supercritical_coal,30.81616355824524,0.0,0.0
emergency_price,"","",0.0
