buildings_solar_pv_solar_radiation,energy_power_hydro_river,energy_power_solar_csp_solar_radiation,energy_power_solar_pv_solar_radiation,energy_power_wind_turbine_coastal,energy_power_wind_turbine_inland,energy_power_wind_turbine_offshore,households_solar_pv_solar_radiation,agriculture_chp_engine_biogas,buildings_chp_engine_biogas,energy_chp_supercritical_waste_mix,energy_power_supercritical_waste_mix,households_collective_chp_biogas,industry_chp_combined_cycle_gas_power_fuelmix,industry_chp_engine_gas_power_fuelmix,industry_chp_turbine_gas_power_fuelmix,industry_chp_ultra_supercritical_coal,energy_power_hydro_mountain,energy_power_nuclear_gen3_uranium_oxide,energy_power_nuclear_gen2_uranium_oxide,energy_power_ultra_supercritical_oxyfuel_ccs_lignite,energy_power_combined_cycle_network_gas,energy_power_ultra_supercritical_lignite,energy_power_combined_cycle_ccs_coal,energy_chp_ultra_supercritical_lignite,energy_power_combined_cycle_ccs_network_gas,energy_power_combined_cycle_coal,energy_power_ultra_supercritical_coal,energy_power_engine_network_gas,energy_power_ultra_supercritical_ccs_coal,households_collective_chp_network_gas,buildings_collective_chp_network_gas,agriculture_chp_engine_network_gas,energy_chp_ultra_supercritical_coal,energy_chp_combined_cycle_network_gas,energy_power_ultra_supercritical_network_gas,energy_power_supercritical_coal,energy_power_ultra_supercritical_cofiring_coal,energy_power_turbine_network_gas,energy_chp_ultra_supercritical_cofiring_coal,energy_power_ultra_supercritical_crude_oil,agriculture_chp_supercritical_wood_pellets,buildings_collective_chp_wood_pellets,households_collective_chp_wood_pellets,energy_power_engine_diesel
Merit::VolatileProducer,Merit::VolatileProducer,Merit::VolatileProducer,Merit::VolatileProducer,Merit::VolatileProducer,Merit::VolatileProducer,Merit::VolatileProducer,Merit::VolatileProducer,Merit::MustRunProducer,Merit::MustRunProducer,Merit::MustRunProducer,Merit::MustRunProducer,Merit::MustRunProducer,Merit::MustRunProducer,Merit::MustRunProducer,Merit::MustRunProducer,Merit::MustRunProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer
0.015,10.0,50.0,20.0,3.0,3.0,3.0,0.0015,1.0,1.0,60.0,55.56,1.0,100.0,1.0,45.0,17.3611111111111,500.00000000000006,1650.0000000000002,1650.0,660.0,800.0000000000001,800.0,658.0,700.0,665.0,800.0,800.0,400.0,637.0,2.0,2.0,2.0,695.652173913043,120.0,800.0,800.0,730.434782608696,150.0,643.478260869565,800.0,1.5,1.5,1.5,2.0
1205397.5543961488,500.0,0.0,367.00223713646534,1650.0,14850.0,4366.8,23786399.999999996,0.0,0.0,9.5,15.7,0.0,17.98314043093678,27.2,54.8,45.866057142857166,25.8,0.0,0.0,0.0,14.8,24.0,0.0,0.0,0.0,0.0,14.3,0.8486944444444444,0.0,0.0,0.0,0.0,2.0,143.0,0.0,15.4,7.2,18.6,6.9,0.4,0.0,33.7523621399177,58.52126337448561,31.835443037974702
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,151.87216567570286,151.87216567570286,0.0,1.169906407487401,151.87216567570286,57.586758105322126,56.16952581409193,64.0774694848297,55.42771691515092,2.49208966027398,4.844769136055791,5.041880429577916,30.175277279046202,31.774321854600007,32.86314132,35.47254356533536,36.37216150857143,37.17638581488265,37.70865729439267,37.87663547572246,39.70696481825001,42.20517268606514,43.14813953488372,43.14813953488372,43.148139534883725,43.77078081136319,44.71367407800001,47.2283577819,48.16476409595909,55.366287010170375,56.009818471352936,63.099742026985126,123.5076191761216,147.31412429378528,147.44745762711864,147.44745762711864,187.87327684210524
0.0,2355.109413642,0.0,0.0,3335.449348400852,20738.1563236823,8022.032674554186,0.0,0.0,0.0,390.410958907008,751.8041780877733,0.0,1231.7219473335813,18.63013698643968,1689.0410959029505,636.3013698677375,4257.000000000001,0.0,0.0,0.0,3966.8117157802462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2355.109413642,0.0,0.0,3119.713350064535,19396.817754026244,7220.8090014860945,0.0,0.0,0.0,390.410958907008,751.8041780877733,0.0,1231.7219473335813,18.63013698643968,1689.0410959029505,636.3013698677375,4257.000000000001,0.0,0.0,0.0,4556.8505058160645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2355.109413642,0.0,0.0,2733.994273258177,16998.60939398272,8206.562690260362,0.0,0.0,0.0,390.410958907008,751.8041780877733,0.0,1231.7219473335813,18.63013698643968,1689.0410959029505,636.3013698677375,4257.000000000001,0.0,0.0,0.0,4512.7627553571965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2355.109413642,0.0,0.0,2550.357413041501,15856.847215585532,9061.5525611378,0.0,0.0,0.0,390.410958907008,751.8041780877733,0.0,1231.7219473335813,18.63013698643968,1689.0410959029505,636.3013698677375,4257.000000000001,0.0,0.0,0.0,3233.088413562623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2355.109413642,0.0,0.0,3122.66518118591,19415.170764023398,6944.97790092167,0.0,0.0,0.0,390.410958907008,751.8041780877733,0.0,1231.7219473335813,18.63013698643968,1689.0410959029505,636.3013698677375,4257.000000000001,0.0,0.0,0.0,571.1892711015394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2355.109413642,0.0,0.0,3010.4955985737856,18717.756384132514,8479.346191739056,0.0,0.0,0.0,390.410958907008,751.8041780877733,0.0,1231.7219473335813,18.63013698643968,1689.0410959029505,636.3013698677375,3388.0518168587037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
