buildings_solar_pv_solar_radiation,energy_power_hydro_river,energy_power_solar_csp_solar_radiation,energy_power_solar_pv_solar_radiation,energy_power_wind_turbine_coastal,energy_power_wind_turbine_inland,energy_power_wind_turbine_offshore,households_solar_pv_solar_radiation,agriculture_chp_engine_biogas,agriculture_chp_engine_network_gas,agriculture_chp_supercritical_wood_pellets,buildings_chp_engine_biogas,buildings_collective_chp_network_gas,buildings_collective_chp_wood_pellets,energy_chp_supercritical_waste_mix,energy_power_supercritical_waste_mix,households_collective_chp_biogas,households_collective_chp_network_gas,households_collective_chp_wood_pellets,industry_chp_combined_cycle_gas_power_fuelmix,industry_chp_engine_gas_power_fuelmix,industry_chp_turbine_gas_power_fuelmix,industry_chp_ultra_supercritical_coal,energy_power_hydro_mountain,energy_power_nuclear_gen3_uranium_oxide,energy_power_nuclear_gen2_uranium_oxide,energy_power_ultra_supercritical_lignite,energy_chp_ultra_supercritical_lignite,energy_power_combined_cycle_coal,energy_power_ultra_supercritical_coal,energy_power_ultra_supercritical_oxyfuel_ccs_lignite,energy_chp_ultra_supercritical_coal,energy_power_combined_cycle_ccs_coal,energy_power_supercritical_coal,energy_power_ultra_supercritical_ccs_coal,energy_power_combined_cycle_network_gas,energy_power_ultra_supercritical_cofiring_coal,energy_chp_ultra_supercritical_cofiring_coal,energy_power_engine_network_gas,energy_power_combined_cycle_ccs_network_gas,energy_chp_combined_cycle_network_gas,energy_power_ultra_supercritical_network_gas,energy_power_turbine_network_gas,energy_power_ultra_supercritical_crude_oil,energy_power_engine_diesel
Merit::VolatileProducer,Merit::VolatileProducer,Merit::VolatileProducer,Merit::VolatileProducer,Merit::VolatileProducer,Merit::VolatileProducer,Merit::VolatileProducer,Merit::VolatileProducer,Merit::MustRunProducer,Merit::MustRunProducer,Merit::MustRunProducer,Merit::MustRunProducer,Merit::MustRunProducer,Merit::MustRunProducer,Merit::MustRunProducer,Merit::MustRunProducer,Merit::MustRunProducer,Merit::MustRunProducer,Merit::MustRunProducer,Merit::MustRunProducer,Merit::MustRunProducer,Merit::MustRunProducer,Merit::MustRunProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer
0.015,10.0,50.0,20.0,3.0,3.0,3.0,0.0015,1.0,2.0,1.5,1.0,2.0,1.5,60.0,55.56,1.0,2.0,1.5,100.0,1.0,45.0,17.3611111111111,500.00000000000006,1650.0000000000002,1650.0,800.0,700.0,800.0,800.0,660.0,695.652173913043,658.0,800.0,637.0,800.0000000000001,730.434782608696,643.478260869565,400.0,665.0,120.0,800.0,150.0,800.0,2.0
1205397.5543961488,354.863641025641,0.0,367.00223713646534,731.9000000000016,8995.096501809398,62.73428571428559,2724547.945971408,0.0,0.0,0.0,0.0,0.0,0.0,12.450000000000003,15.998213813780973,0.0,0.0,0.0,17.756825272367376,14.322099395369811,52.07397126002734,45.866057142857166,2.619525556544969,0.0,7.3065197428833795,27.46625,0.8216326530612242,0.0,10.76527777777778,0.0,3.7784687500000023,0.0,19.210714285714285,0.0,6.7895555555555545,2.6848544973544968,2.7496396396396405,0.8486944444444444,0.0,103.17777777777773,6.001482142857143,16.294933333333386,1.3125,31.835443037974702
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.919859467,60.0580525973017,135.5825212612099,14.919859467,60.0580525973017,135.71585459454323,0.0,1.169906407487401,14.919859467,60.0580525973017,135.71585459454323,65.7027944556023,71.20210734164826,73.04782545092887,24.612146074945677,2.4920896602739795,4.844769136055791,5.041880429577916,13.672656600000002,14.440178971428578,17.300994486309744,17.779524058197307,19.337017989865874,20.65910268120926,21.419062152928994,22.485121729121403,27.684539536958304,39.185327961485136,41.56748717853151,47.43623951539508,48.97072245185641,51.151005761685575,55.300825659264476,58.34486694222768,69.08806454232669,114.98312557612158,143.37800107698607
0.0,5096.788953872047,0.0,0.0,1479.5244715724782,12561.731811523978,115.24605885655787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,17121.96100981835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1383.8292126740837,11749.242257607804,103.7355260116135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,15583.463922313342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1212.7335809682816,10296.574538413353,117.89705242809144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,14743.872972122212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1131.2767215788356,9604.974472635657,130.1800007752668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,13966.991012715847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1385.1385733999834,11760.359233770972,99.77288355679661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,10640.61604457082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1335.3828658158536,11337.914139571101,121.81591249035847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,9718.968730503617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1287.759635669088,10933.574598998084,132.15298561908014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,7780.827590339701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.85083338877562,5096.788953872047,0.0,25.92052014844455,1334.0735050899557,11326.797163407948,135.4032732820019,14.432139531351535,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,7823.95783959678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415.0304170270415,5096.788953872047,0.0,168.48338096488956,1372.0449661410012,11649.18947213942,136.2529850821344,93.80890695378498,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,8010.725460843805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798.1354173596952,5096.788953872047,0.0,324.00650185555685,1375.9730483186966,11682.540400628892,136.29160834577675,180.4017441418942,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,10024.942436413992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101.4268759563788,5096.788953872047,0.0,447.1289725606682,1408.7070664661508,11960.464804707757,136.29160834577675,248.95440691581385,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,12621.188331187943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548.382709677807,5096.788953872047,0.0,628.5726135997796,1437.5130024359091,12205.038280297147,136.29160834577675,349.97938363527436,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,15555.092224607877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245.0912510811236,5096.788953872047,0.0,505.45014289466826,1474.0909891331983,12515.599455813552,136.29160834577675,281.4267208613547,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,16478.17595007565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798.1354173596952,5096.788953872047,0.0,324.00650185555685,1510.9756449676404,12828.764370254055,136.29160834577675,180.4017441418942,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,16264.859036464368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399.0677086798476,5096.788953872047,0.0,162.00325092777842,1534.0862306203342,13024.982131132216,136.29160834577675,90.2008720709471,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,16264.818914110368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.888125041581716,5096.788953872047,0.0,19.440390111333414,1548.2731706840716,13145.434708788753,136.29160834577675,10.824104648513652,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,17073.570271840144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,19555.969999999998,557.8885714285713,0.0,471.8768667519365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,19555.969999999998,557.8885714285713,0.0,5793.246365113831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,19555.969999999998,557.8885714285713,0.0,7391.328579770467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,19555.969999999998,557.8885714285713,0.0,6094.0920917668045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,19555.969999999998,557.8885714285713,0.0,3121.633459195495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,19555.969999999998,557.8885714285713,0.0,1538.9792305210472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,19555.969999999998,557.8885714285713,0.0,497.5901767222716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,14963.520213165619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,9759.146275168772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,6487.12758144299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.6438356202369,801.5981735219328,0.0,0.0,0.0,1216.2209090752879,9.809657120189136,1605.019662136046,636.3013698677375,432.22171682991996,0.0,10247.39393939394,5476.594499608629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
