Key,Marginal_Cost_(EUR/MWh),Capacity_(MWh),%_Price-setting
energy_power_combined_cycle_network_gas,47.88487117571734,5904.0,51.46118721461187
energy_chp_combined_cycle_network_gas,67.72874453673907,4763.399999999994,27.123287671232877
import_from_de,32.2316160559113,2449.0,9.337899543378995
energy_chp_ultra_supercritical_cofiring_coal,55.206635092455784,630.8000000000006,5.799086757990867
energy_power_ultra_supercritical_cofiring_coal,48.41283566308501,530.8962025316459,4.269406392694064
agriculture_chp_engine_network_gas,70.48558139534885,2863.4900029443065,1.0844748858447488
energy_power_ultra_supercritical_network_gas,71.39418176357601,3082.005095766436,0.6506849315068494
energy_power_supercritical_coal,31.940044286093237,886.5630774384038,0.273972602739726
agriculture_chp_engine_biogas,151.87216567570286,65.94381062500001,0.0
agriculture_chp_supercritical_wood_pellets,147.31412429378528,0.0,0.0
buildings_chp_engine_biogas,151.87216567570286,24.06469255701716,0.0
buildings_collective_chp_network_gas,70.48558139534885,0.0,0.0
buildings_collective_chp_wood_pellets,147.44745762711864,0.0,0.0
buildings_solar_pv_solar_radiation,0.0,138.9297,0.0
energy_chp_supercritical_waste_mix,0.0,598.6499999999996,0.0
energy_chp_ultra_supercritical_coal,29.168532982483917,1027.0,0.0
energy_chp_ultra_supercritical_lignite,21.712906788571434,0.0,0.0
energy_power_combined_cycle_ccs_coal,27.794267272167566,0.0,0.0
energy_power_combined_cycle_ccs_network_gas,60.526966302434815,0.0,0.0
energy_power_combined_cycle_coal,24.814840226949613,0.0,0.0
energy_power_engine_diesel,187.87327684210524,0.0,0.0
energy_power_engine_network_gas,59.84515146964667,0.0,0.0
energy_power_hydro_mountain,2.4920896602739795,0.0,0.0
energy_power_hydro_river,0.0,36.29629629629633,0.0
energy_power_nuclear_gen2_uranium_oxide,5.041880429577916,436.67307692307696,0.0
energy_power_nuclear_gen3_uranium_oxide,4.844769136055791,0.0,0.0
energy_power_solar_csp_solar_radiation,1.0,0.0,0.0
energy_power_solar_pv_solar_radiation,0.0,25.480000000000004,0.0
energy_power_supercritical_waste_mix,1.169906407487401,0.0,0.0
energy_power_turbine_network_gas,84.44019962626588,5.2554732845844585,0.0
energy_power_ultra_supercritical_ccs_coal,34.27166283190563,0.0,0.0
energy_power_ultra_supercritical_coal,25.179028668001354,1027.8751898734176,0.0
energy_power_ultra_supercritical_crude_oil,117.16797477612162,0.0,0.0
energy_power_ultra_supercritical_lignite,20.036293440000005,0.0,0.0
energy_power_ultra_supercritical_oxyfuel_ccs_lignite,24.010061302652762,0.0,0.0
energy_power_wind_turbine_coastal,0.0,744.6769222222224,0.0
energy_power_wind_turbine_inland,0.0,1713.4199999999998,0.0
energy_power_wind_turbine_offshore,0.0,207.39428571428556,0.0
households_collective_chp_biogas,151.87216567570286,0.0,0.0
households_collective_chp_network_gas,70.48558139534885,0.0,0.0
households_collective_chp_wood_pellets,147.44745762711864,0.0,0.0
households_solar_pv_solar_radiation,0.0,405.8229,0.0
industry_chp_combined_cycle_gas_power_fuelmix,76.71194444620052,723.6277102694675,0.0
industry_chp_engine_gas_power_fuelmix,80.36476636576975,14.264031723246422,0.0
industry_chp_turbine_gas_power_fuelmix,85.21583333527425,408.6960434576166,0.0
industry_chp_ultra_supercritical_coal,35.95805314331188,0.0,0.0
emergency_price,"","",0.0
