buildings_solar_pv_solar_radiation,energy_power_hydro_river,energy_power_solar_csp_solar_radiation,energy_power_solar_pv_solar_radiation,energy_power_wind_turbine_coastal,energy_power_wind_turbine_inland,energy_power_wind_turbine_offshore,households_solar_pv_solar_radiation,energy_chp_supercritical_waste_mix,energy_power_supercritical_waste_mix,energy_power_hydro_mountain,energy_power_nuclear_gen3_uranium_oxide,energy_power_nuclear_gen2_uranium_oxide,industry_chp_ultra_supercritical_coal,energy_chp_ultra_supercritical_lignite,energy_chp_ultra_supercritical_coal,energy_power_ultra_supercritical_lignite,agriculture_chp_engine_network_gas,buildings_collective_chp_network_gas,households_collective_chp_network_gas,energy_power_combined_cycle_coal,industry_chp_combined_cycle_gas_power_fuelmix,energy_power_ultra_supercritical_coal,industry_chp_engine_gas_power_fuelmix,energy_power_ultra_supercritical_oxyfuel_ccs_lignite,industry_chp_turbine_gas_power_fuelmix,energy_power_combined_cycle_ccs_coal,energy_chp_ultra_supercritical_cofiring_coal,energy_power_supercritical_coal,energy_power_ultra_supercritical_ccs_coal,agriculture_chp_supercritical_wood_pellets,buildings_collective_chp_wood_pellets,households_collective_chp_wood_pellets,energy_chp_combined_cycle_network_gas,agriculture_chp_engine_biogas,households_collective_chp_biogas,buildings_chp_engine_biogas,energy_power_ultra_supercritical_cofiring_coal,energy_power_combined_cycle_network_gas,energy_power_engine_network_gas,energy_power_combined_cycle_ccs_network_gas,energy_power_ultra_supercritical_network_gas,energy_power_turbine_network_gas,energy_power_ultra_supercritical_crude_oil,energy_power_engine_diesel
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,19555.969999999998,0.0,0.0,0.0,0.0,1722.4120514196354,4542.231821287246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,19555.969999999998,0.0,0.0,0.0,0.0,1722.4120514196354,1569.7731887159437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,19555.969999999998,0.0,0.0,0.0,0.0,1709.5310114611275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,19555.969999999998,0.0,0.0,0.0,0.0,668.1419576623521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,14576.18342267708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,9371.809484680154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,6099.790790954374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,5089.257709120009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,5555.954285081674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,7901.008154376701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,13232.66297672678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,1548.2731706840716,13145.434708788753,135.8474408138893,0.0,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,19555.969999999998,0.0,0.0,0.0,0.0,1722.4120514196354,267.83820625008707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95.77625008316343,5096.788953872047,0.0,38.88078022266683,1548.2731706840716,13145.434708788753,133.08563151644566,21.648209297027304,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,19555.969999999998,0.0,0.0,0.0,0.0,1722.4120514196354,7578.755555555556,13.892436413508717,0.0,1828.5793277402386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574.6575004989807,5096.788953872047,0.0,233.28468133600097,1542.8983555802836,13099.800461321014,127.36999205832076,129.88925578216384,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,19555.969999999998,0.0,0.0,0.0,0.0,1722.4120514196354,7578.755555555556,13.892436413508717,0.0,2273.0288455001933,0.0,1557.0133333333335,2961.519818361311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149.3150009979624,5096.788953872047,0.0,466.5693626720024,1491.0706217559457,12659.763067408609,93.9524003755714,259.7785115643279,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,19555.969999999998,0.0,0.0,0.0,0.0,1722.4120514196354,7578.755555555556,13.892436413508717,0.0,2273.0288455001933,0.0,1557.0133333333335,5521.429732734991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580.3081263721958,5096.788953872047,0.0,641.5328736740023,1223.4515887826826,10387.574547068318,39.40028321195661,357.1954534009504,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,19555.969999999998,0.0,0.0,0.0,0.0,1722.4120514196354,7578.755555555556,13.892436413508717,0.0,2273.0288455001933,0.0,1557.0133333333335,10626.57957129179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1436.6437512474515,5096.788953872047,0.0,583.2117033400024,793.6419386793132,6738.325306286837,39.055631903169036,324.7231394554096,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,19555.969999999998,0.0,0.0,0.0,0.0,1722.4120514196354,7578.755555555556,13.892436413508717,0.0,2273.0288455001933,0.0,1557.0133333333335,13678.028571428571,0.0,0.0,0.0,0.0,3440.329755948973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085.4641676091844,5096.788953872047,0.0,440.6488425235569,471.0788025874628,3999.6402181223866,31.514888539287647,245.34637203297586,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,19555.969999999998,0.0,0.0,0.0,0.0,1722.4120514196354,7578.755555555556,13.892436413508717,0.0,2273.0288455001933,0.0,1557.0133333333335,13678.028571428571,0.0,0.0,0.0,0.0,7635.074099808608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149.3150009979624,5096.788953872047,0.0,466.5693626720024,319.7472873028081,2714.777448926717,24.130912594603437,259.7785115643279,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,19555.969999999998,0.0,0.0,0.0,0.0,1722.4120514196354,7578.755555555556,13.892436413508717,0.0,2273.0288455001933,0.0,1557.0133333333335,13678.028571428571,0.0,0.0,0.0,0.0,8048.769708232809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574.6575004989807,5096.788953872047,0.0,233.28468133600097,199.3940111203158,1692.9318444157523,19.121105232158452,129.88925578216384,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,19555.969999999998,0.0,0.0,0.0,0.0,1722.4120514196354,7578.755555555556,13.892436413508717,0.0,2273.0288455001933,0.0,1557.0133333333335,13678.028571428571,0.0,0.0,0.0,0.0,8909.856279317653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.81354173596952,5096.788953872047,0.0,32.40065018555569,151.86917259395,1289.4276865428592,21.280956966830704,18.04017441418942,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,19555.969999999998,0.0,0.0,0.0,0.0,1722.4120514196354,7578.755555555556,13.892436413508717,0.0,2273.0288455001933,0.0,1557.0133333333335,13678.028571428571,0.0,0.0,0.0,0.0,9689.320595313853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,94.05173647255691,798.5354163968025,31.90351885216581,0.0,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,19555.969999999998,0.0,0.0,0.0,0.0,1722.4120514196354,7578.755555555556,13.892436413508717,0.0,2273.0288455001933,0.0,1557.0133333333335,13678.028571428571,0.0,0.0,0.0,0.0,11143.199999999995,0.0,0.0,0.0,753.4037077565608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,83.73620431480627,710.9525808651315,47.49958896846404,0.0,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,19555.969999999998,0.0,0.0,0.0,0.0,1722.4120514196354,7578.755555555556,13.892436413508717,0.0,2273.0288455001933,0.0,1557.0133333333335,13678.028571428571,0.0,0.0,0.0,0.0,11143.199999999995,0.0,0.0,0.0,1725.7777777777783,2554.226098078959,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,78.57843823593096,667.1611630992961,65.76929356038605,0.0,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,19555.969999999998,0.0,0.0,0.0,0.0,1722.4120514196354,7578.755555555556,13.892436413508717,0.0,2273.0288455001933,0.0,1557.0133333333335,13678.028571428571,0.0,0.0,0.0,0.0,11143.199999999995,0.0,0.0,0.0,1725.7777777777783,1989.6424515183799,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,136.02755975182845,1154.9263005852317,76.98487283589603,0.0,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,19555.969999999998,0.0,0.0,0.0,0.0,1722.4120514196354,7578.755555555556,13.892436413508717,0.0,2273.0288455001933,0.0,1557.0133333333335,13678.028571428571,0.0,0.0,0.0,0.0,11143.199999999995,0.0,0.0,0.0,1054.355969946484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5096.788953872047,0.0,0.0,209.29501914664178,1776.9952106392695,83.28709735063252,0.0,724.5900000000001,799.9746835443038,432.22171682991996,0.0,10247.39393939394,772.3971428571427,557.8885714285713,2313.08,19555.969999999998,0.0,0.0,0.0,0.0,1722.4120514196354,7578.755555555556,13.892436413508717,0.0,2273.0288455001933,0.0,1557.0133333333335,13678.028571428571,0.0,0.0,0.0,0.0,5919.986108914614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
