buildings_solar_pv_solar_radiation,energy_power_hydro_river,energy_power_solar_csp_solar_radiation,energy_power_solar_pv_solar_radiation,energy_power_wind_turbine_coastal,energy_power_wind_turbine_inland,energy_power_wind_turbine_offshore,households_solar_pv_solar_radiation,energy_chp_supercritical_waste_mix,energy_power_supercritical_waste_mix,energy_power_hydro_mountain,energy_power_nuclear_gen3_uranium_oxide,energy_power_nuclear_gen2_uranium_oxide,energy_chp_ultra_supercritical_lignite,energy_chp_ultra_supercritical_coal,industry_chp_ultra_supercritical_coal,energy_power_ultra_supercritical_lignite,energy_power_ultra_supercritical_oxyfuel_ccs_lignite,energy_power_combined_cycle_coal,energy_power_ultra_supercritical_coal,energy_power_combined_cycle_ccs_coal,energy_chp_ultra_supercritical_cofiring_coal,energy_power_ultra_supercritical_ccs_coal,energy_power_supercritical_coal,energy_chp_combined_cycle_network_gas,agriculture_chp_engine_network_gas,buildings_collective_chp_network_gas,households_collective_chp_network_gas,industry_chp_combined_cycle_gas_power_fuelmix,industry_chp_engine_gas_power_fuelmix,industry_chp_turbine_gas_power_fuelmix,energy_power_ultra_supercritical_cofiring_coal,energy_power_combined_cycle_network_gas,energy_power_combined_cycle_ccs_network_gas,energy_power_engine_network_gas,agriculture_chp_supercritical_wood_pellets,households_collective_chp_wood_pellets,buildings_collective_chp_wood_pellets,households_collective_chp_biogas,buildings_chp_engine_biogas,agriculture_chp_engine_biogas,energy_power_ultra_supercritical_network_gas,energy_power_turbine_network_gas,energy_power_ultra_supercritical_crude_oil,energy_power_engine_diesel
Merit::VolatileProducer,Merit::VolatileProducer,Merit::VolatileProducer,Merit::VolatileProducer,Merit::VolatileProducer,Merit::VolatileProducer,Merit::VolatileProducer,Merit::VolatileProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer,Merit::DispatchableProducer
0.0,1985.9784978544342,0.0,0.0,1287.759635669088,10933.574598998084,132.15298561908014,0.0,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,8645.268457501787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.85083338877562,1985.9784978544342,0.0,25.92052014844455,1334.0735050899557,11326.797163407948,135.4032732820019,14.432139531351535,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,8688.398706758866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415.0304170270415,1985.9784978544342,0.0,168.48338096488956,1372.0449661410012,11649.18947213942,136.2529850821344,93.80890695378498,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,8875.166328005891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798.1354173596952,1985.9784978544342,0.0,324.00650185555685,1375.9730483186966,11682.540400628892,136.29160834577675,180.4017441418942,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,10889.383303576078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101.4268759563788,1985.9784978544342,0.0,447.1289725606682,1408.7070664661508,11960.464804707757,136.29160834577675,248.95440691581385,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,13485.629198350029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548.382709677807,1985.9784978544342,0.0,628.5726135997796,1437.5130024359091,12205.038280297147,136.29160834577675,349.97938363527436,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,16419.53309177008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245.0912510811236,1985.9784978544342,0.0,505.45014289466826,1474.0909891331983,12515.599455813552,136.29160834577675,281.4267208613547,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,17342.616817237864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798.1354173596952,1985.9784978544342,0.0,324.00650185555685,1510.9756449676404,12828.764370254055,136.29160834577675,180.4017441418942,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,17129.299903626586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399.0677086798476,1985.9784978544342,0.0,162.00325092777842,1534.0862306203342,13024.982131132216,136.29160834577675,90.2008720709471,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,17129.259781272576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.888125041581716,1985.9784978544342,0.0,19.440390111333414,1548.2731706840716,13145.434708788753,136.29160834577675,10.824104648513652,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,17938.011139002356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1985.9784978544342,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,19775.7,0.0,0.0,1674.4763053427123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1985.9784978544342,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,19775.7,0.0,0.0,6995.845803704604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1985.9784978544342,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,19775.7,0.0,0.0,7751.000000000001,0.0,842.9280183612382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1985.9784978544342,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,19775.7,0.0,0.0,7296.691530357577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1985.9784978544342,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,19775.7,0.0,0.0,4324.232897786267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1985.9784978544342,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,19775.7,0.0,0.0,2741.578669111823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1985.9784978544342,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,19775.7,0.0,0.0,1700.1896153130474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1985.9784978544342,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,15827.961080327726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1985.9784978544342,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,10623.587142330858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1985.9784978544342,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,7351.568448605075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1985.9784978544342,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,6341.035366770712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1985.9784978544342,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,6807.731942732377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1985.9784978544342,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,9152.785812027405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1985.9784978544342,0.0,0.0,1548.2731706840716,13145.434708788753,136.29160834577675,0.0,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,14484.440634377434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1985.9784978544342,0.0,0.0,1548.2731706840716,13145.434708788753,135.8474408138893,0.0,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,19775.7,0.0,0.0,3022.297915320418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95.77625008316343,1985.9784978544342,0.0,38.88078022266683,1548.2731706840716,13145.434708788753,133.08563151644566,21.648209297027304,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,19775.7,0.0,0.0,7751.000000000001,0.0,1592.4,0.0,2832.2870287796363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574.6575004989807,1985.9784978544342,0.0,233.28468133600097,1542.8983555802836,13099.800461321014,127.36999205832076,129.88925578216384,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,19775.7,0.0,0.0,7751.000000000001,0.0,1592.4,0.0,7795.2696982342295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149.3150009979624,1985.9784978544342,0.0,466.5693626720024,1491.0706217559457,12659.763067408609,93.9524003755714,259.7785115643279,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,19775.7,0.0,0.0,7751.000000000001,0.0,1592.4,0.0,10355.179612607913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580.3081263721958,1985.9784978544342,0.0,641.5328736740023,1223.4515887826826,10387.574547068318,39.40028321195661,357.1954534009504,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,19775.7,0.0,0.0,7751.000000000001,0.0,1592.4,0.0,13678.028571428571,1782.30087973614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1436.6437512474515,1985.9784978544342,0.0,583.2117033400024,793.6419386793132,6738.325306286837,39.055631903169036,324.7231394554096,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,19775.7,0.0,0.0,7751.000000000001,0.0,1592.4,0.0,13678.028571428571,8274.07963582188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085.4641676091844,1985.9784978544342,0.0,440.6488425235569,471.0788025874628,3999.6402181223866,31.514888539287647,245.34637203297586,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,19775.7,0.0,0.0,7751.000000000001,0.0,1592.4,0.0,13678.028571428571,11143.199999999995,0.0,0.0,0.0,1325.6239796815335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149.3150009979624,1985.9784978544342,0.0,466.5693626720024,319.7472873028081,2714.777448926717,24.130912594603437,259.7785115643279,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,19775.7,0.0,0.0,7751.000000000001,0.0,1592.4,0.0,13678.028571428571,11143.199999999995,0.0,0.0,0.0,1598.1142745130637,13.60599442560132,127.59931916706583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574.6575004989807,1985.9784978544342,0.0,233.28468133600097,199.3940111203158,1692.9318444157523,19.121105232158452,129.88925578216384,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,19775.7,0.0,0.0,7751.000000000001,0.0,1592.4,0.0,13678.028571428571,11143.199999999995,0.0,0.0,0.0,1598.1142745130637,13.60599442560132,988.6858902519106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.81354173596952,1985.9784978544342,0.0,32.40065018555569,151.86917259395,1289.4276865428592,21.280956966830704,18.04017441418942,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,19775.7,0.0,0.0,7751.000000000001,0.0,1592.4,0.0,13678.028571428571,11143.199999999995,0.0,0.0,0.0,1598.1142745130637,13.60599442560132,1768.1502062481104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1985.9784978544342,0.0,0.0,94.05173647255691,798.5354163968025,31.90351885216581,0.0,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,19775.7,0.0,0.0,7751.000000000001,0.0,1592.4,0.0,13678.028571428571,11143.199999999995,0.0,0.0,0.0,1598.1142745130637,13.60599442560132,2108.9958360311075,1725.7777777777783,140.6597048819276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1985.9784978544342,0.0,0.0,83.73620431480627,710.9525808651315,47.49958896846404,0.0,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,19775.7,0.0,0.0,7751.000000000001,0.0,1592.4,0.0,13678.028571428571,11143.199999999995,0.0,0.0,0.0,1598.1142745130637,13.60599442560132,2108.9958360311075,1725.7777777777783,3667.259872982097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1985.9784978544342,0.0,0.0,78.57843823593096,667.1611630992961,65.76929356038605,0.0,672.3000000000002,799.9746835443038,2145.859363681684,0.0,10488.50909090909,517.6285714285713,2365.65,716.6571428571428,19775.7,0.0,0.0,7751.000000000001,0.0,1592.4,0.0,13678.028571428571,11143.199999999995,0.0,0.0,0.0,1598.1142745130637,13.60599442560132,2108.9958360311075,1725.7777777777783,3102.6762264215145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
